FID,SR_01_1,SR_01_2,SR_01_3,SR_01_4,SR_01_5,SR_01_6,SR_01_7,SR_02_1,SR_02_2,SR_02_3,SR_02_4,SR_02_5,SR_02_6,SR_02_7,SR_03_1,SR_03_2,SR_03_3,SR_03_4,SR_03_5,SR_03_6,SR_03_7,SR_04_1,SR_04_2,SR_04_3,SR_04_4,SR_04_5,SR_04_6,SR_04_7,SR_05_1,SR_05_2,SR_05_3,SR_05_4,SR_05_5,SR_05_6,SR_05_7,SR_06_1,SR_06_2,SR_06_3,SR_06_4,SR_06_5,SR_06_6,SR_06_7,SR_07_1,SR_07_2,SR_07_3,SR_07_4,SR_07_5,SR_07_6,SR_07_7,SR_08_1,SR_08_2,SR_08_3,SR_08_4,SR_08_5,SR_08_6,SR_08_7,SR_09_1,SR_09_2,SR_09_3,SR_09_4,SR_09_5,SR_09_6,SR_09_7,SR_10_1,SR_10_2,SR_10_3,SR_10_4,SR_10_5,SR_10_6,SR_10_7,SR_11_1,SR_11_2,SR_11_3,SR_11_4,SR_11_5,SR_11_6,SR_11_7,SR_12_1,SR_12_2,SR_12_3,SR_12_4,SR_12_5,SR_12_6,SR_12_7,L
1562,0.419552654,0.395507872,0.349952132,0.341059834,0.341531277,0.050675537,0.05924768,0.422367513,0.419423044,0.395617813,0.403203964,0.393138915,0.05833232,0.059239816,0.216119453,0.232672527,0.254424989,0.28693983,0.315700859,0.092426434,0.088509642,0.046689998,0.056095,0.074417852,0.091485538,0.125491261,0.147068948,0.11796803,0.018317858,0.021075714,0.072875895,0.078175537,0.169424459,0.099753208,0.09018518,0.013729285,0.022405535,0.046554469,0.050371073,0.169807509,0.136365548,0.094563566,0.116347499,0.1083057,0.133206964,0.123138033,0.324593216,0.133460358,0.098177858,0.004630715,0.020423573,0.06466125,0.056373928,0.238942489,0.103072867,0.064999111,0.011291607,0.015059107,0.030333394,0.030669283,0.117602684,0.093801431,0.058051426,0.017989824,0.026964644,0.046666425,0.058638748,0.117042862,0.134332493,0.096021064,0.01370375,0.021470534,0.036363751,0.047338214,0.081933215,0.100448571,0.072891608,0.606931746,0.621308386,0.586626947,0.616201222,0.62225908,0.105870008,0.131254449,3
1041,0.439768702,0.446683168,0.42684409,0.441023618,0.427776426,0.046845675,0.056766734,0.40324071,0.408551633,0.383659065,0.398221642,0.381294817,0.046096798,0.051042233,0.044359837,0.056384515,0.096941635,0.141573116,0.202504814,0.100525074,0.086666435,0.017558377,0.025336331,0.037977111,0.051473748,0.080441035,0.108426303,0.086126082,0.119070947,0.1168129,0.12352705,0.126808211,0.150844708,0.06521982,0.068716802,0.027134692,0.030270036,0.0392556,0.044970896,0.078755625,0.113128074,0.099698089,0.007840386,0.011966591,0.04249825,0.02081761,0.221667558,0.073204972,0.044893924,0.001833923,0.014036376,0.046415359,0.038764667,0.219396964,0.072862908,0.043788057,0.00806155,0.011539541,0.035925474,0.030790508,0.175548166,0.07892824,0.038145341,0.000305917,0.009756478,0.023501791,0.030525962,0.049805976,0.039478526,0.030775961,0.020141253,0.03048625,0.047474574,0.065861799,0.104130626,0.129179075,0.100354061,0.521441877,0.537136614,0.523728192,0.544496059,0.524567425,0.039951384,0.057876855,5
1302,0.390539616,0.387718558,0.36107564,0.375259876,0.4092969,0.045108646,0.056255311,0.383885711,0.381713241,0.369479179,0.381313324,0.388419777,0.044040728,0.049630105,0.137972698,0.153795525,0.182500944,0.21310614,0.258356243,0.092877291,0.0809801,0.026190937,0.035554688,0.053234894,0.073136874,0.127930626,0.15277113,0.118934691,0.139346555,0.137374595,0.147125617,0.157109275,0.200000107,0.10885594,0.106588334,0.02385802,0.029204478,0.046774685,0.05019271,0.143755734,0.144841984,0.107586347,0.070669897,0.065234058,0.080022186,0.072703749,0.246457934,0.088499062,0.061133128,-0.028170832,-0.014073645,0.044903543,0.023902709,0.234661564,0.081829168,0.059577081,0.006901979,0.010629375,0.026121043,0.024241874,0.154226348,0.087659158,0.046036769,0.031367812,0.047785312,0.07908719,0.099300832,0.160727814,0.141292185,0.102754377,0.020019479,0.030039793,0.047038227,0.066101462,0.121261872,0.126152292,0.087852813,0.558449984,0.581516802,0.580007732,0.616441786,0.629342735,0.106465727,0.119641662,4
615,0.16050595,0.12131694,0.082522914,0.098558463,0.152937412,0.033047348,0.036451519,0.22056818,0.212634832,0.197753191,0.195874006,0.213955671,0.040058181,0.038837351,0.12409652,0.12868318,0.138065681,0.158306524,0.191629007,0.060179017,0.051148184,0.017038183,0.022883182,0.033152349,0.043617349,0.075917348,0.094895683,0.072916515,0.184949845,0.181474,0.175259843,0.17408067,0.185292348,0.064195685,0.072084844,0.012472348,0.016070683,0.028033182,0.026346516,0.099164009,0.070552349,0.045881517,0.015995681,0.015267347,0.037283182,0.034951512,0.193155676,0.070464015,0.048697349,0.005939015,0.014302348,0.037815679,0.032684017,0.16035068,0.060160682,0.037507351,0.006714015,0.010096516,0.023669016,0.020743182,0.116441526,0.05966235,0.033198182,0.020800682,0.029340683,0.043402348,0.048569854,0.074181512,0.044079848,0.03695235,0.010209848,0.015344847,0.02426568,0.032323182,0.063424014,0.069960684,0.048684016,0.216497347,0.176294386,0.148068205,0.156190157,0.21857734,0.026266513,0.036289852,3
675,1.012101769,1.015225053,0.980194092,1.026696444,0.976890028,0.104360826,0.127835363,0.926816404,0.930674195,0.870944202,0.907762885,0.867777824,0.09703929,0.106782138,0.515267193,0.536913514,0.543670714,0.589489639,0.614302516,0.169214994,0.15330036,0.042483214,0.067944288,0.105819643,0.140650362,0.227196768,0.283438176,0.217061058,0.595598578,0.582681477,0.548676491,0.538897514,0.539027154,0.200058222,0.221602514,0.008081667,0.016151389,0.046144638,0.043917146,0.103118606,0.054031115,0.03813,0.015266071,0.021155,0.064742506,0.033058573,0.406528205,0.127422854,0.070281789,-0.002261389,0.017481785,0.070242494,0.065842502,0.344393939,0.117636792,0.072006427,0.012823889,0.031341784,0.078551427,0.067240275,0.336858928,0.166146785,0.099647857,0.25824824,0.270521075,0.297698945,0.319879621,0.376195729,0.199759632,0.183966771,0.028198928,0.037061784,0.044919446,0.057016388,0.092977218,0.195178941,0.167620018,1.018367767,1.032915235,0.96539104,1.009108186,0.961764991,0.095778219,0.109367147,2
533,0.451557636,0.460264623,0.442649782,0.459195226,0.441280514,0.043886095,0.055242788,0.428633749,0.437566966,0.416988045,0.431985289,0.410983443,0.043513376,0.049852416,0.260058075,0.278077394,0.28919816,0.316407591,0.325540662,0.057999279,0.055455599,0.02373909,0.03750122,0.057945177,0.081126638,0.130322546,0.139518797,0.100482911,0.192553028,0.188088194,0.185963064,0.184701592,0.196950182,0.081169419,0.087469168,0.00297785,0.010382098,0.024360441,0.023656789,0.051963042,0.022005375,0.014615893,0.005312693,0.00638249,0.035071921,0.016863087,0.195199877,0.059763938,0.042016912,0.001123461,0.01602892,0.051145021,0.047454059,0.199761197,0.065398067,0.043794714,0.006446946,0.012434677,0.03283238,0.036331791,0.161777407,0.072236635,0.039753973,0.00339105,0.014794712,0.031333223,0.041234747,0.066232122,0.048743375,0.037084062,0.013891048,0.0200017,0.02942173,0.038891222,0.059578117,0.083605535,0.070699632,0.499098569,0.513102174,0.497200996,0.516190588,0.497196525,0.044266902,0.061327834,3
868,0.480046868,0.47879833,0.455777496,0.479133159,0.455847651,0.053008344,0.061668389,0.463026613,0.464846283,0.436283648,0.454547942,0.431895494,0.046480633,0.052703302,0.242996767,0.256228179,0.266064733,0.292178929,0.306369185,0.079879984,0.07381089,0.02748145,0.037951149,0.05766904,0.07961753,0.124876313,0.166016743,0.133914933,0.262282014,0.255358994,0.245426998,0.242392898,0.247604042,0.093455069,0.104148097,0.028787874,0.035009295,0.053055543,0.064890631,0.124168135,0.162814721,0.140125126,0.005097757,0.009952899,0.056542095,0.023334492,0.289161414,0.113289863,0.066495806,0.00337372,0.010384352,0.033504426,0.025190704,0.222336367,0.076103382,0.039227266,0.008374089,0.013368174,0.034082524,0.035733305,0.166315243,0.096791357,0.052888434,0.006399479,0.018006017,0.034631405,0.044133134,0.067793779,0.051702399,0.041110802,0.024746148,0.033987831,0.051272959,0.071405418,0.111779861,0.144961968,0.118141919,0.514210641,0.519342303,0.491016686,0.517979264,0.49102807,0.055486195,0.06366089,4
718,0.309727639,0.313059628,0.296189666,0.305731326,0.295855314,0.03314165,0.040996607,0.295758784,0.300560594,0.284236938,0.294758856,0.281143844,0.031605773,0.035484385,0.206342101,0.217489958,0.219512701,0.23520118,0.236734465,0.032588977,0.036842354,0.015829507,0.022727598,0.033601694,0.046440467,0.076855324,0.093446277,0.069367394,0.185904846,0.182108238,0.17307578,0.170350015,0.172887191,0.060119465,0.06788595,0.00470265,0.007699142,0.015795,0.013733142,0.033447202,0.019372368,0.012981459,0.006630783,0.008822323,0.026970176,0.010858377,0.138161033,0.03896207,0.026818383,0.003099874,0.010777706,0.033834808,0.029879661,0.145437747,0.048915517,0.03024332,0.005376301,0.009443541,0.025985768,0.025213152,0.12141832,0.054722887,0.029289249,0.128963411,0.133247301,0.136870965,0.142980769,0.159860954,0.071148604,0.07051903,0.011922779,0.01673211,0.024101641,0.032111444,0.051279884,0.070357822,0.059064575,0.32215327,0.327515721,0.309935272,0.319461554,0.307155401,0.015992468,0.031747304,2
414,0.354436696,0.362596303,0.347897708,0.362705112,0.35055086,0.035131697,0.045382701,0.322837085,0.330124944,0.316641182,0.327536017,0.316036403,0.035516392,0.040122278,0.156889752,0.169175848,0.180718407,0.199802965,0.216179281,0.056379061,0.050148498,0.015766416,0.024916861,0.038124688,0.052479077,0.085390791,0.103669807,0.078198522,0.142347693,0.139693186,0.137528017,0.135885239,0.147057801,0.067403592,0.07187672,0.001120766,0.006231658,0.01689242,0.016127173,0.037009299,0.014490318,0.009954189,0.003482907,0.004032009,0.025295759,0.011509582,0.157897919,0.047978092,0.032463472,-0.010770084,-0.000333107,0.030251391,0.017685575,0.1352029,0.044181276,0.036320716,0.004355817,0.009845962,0.026946651,0.029543705,0.117320903,0.057677891,0.032979615,0.007469149,0.022524783,0.040156368,0.049961627,0.073154695,0.060006816,0.047353942,0.008486478,0.012751166,0.019588146,0.025612257,0.03971231,0.060696721,0.052588053,0.35348922,0.356772929,0.331278563,0.338648051,0.320274055,0.042064968,0.057616699,2
1571,0.610159457,0.619826496,0.596820951,0.626501739,0.626614273,0.081283852,0.091540992,0.547202289,0.556561232,0.536818445,0.565934002,0.561720014,0.085501119,0.085988149,0.068590425,0.091219671,0.147307009,0.204807341,0.276748776,0.132275358,0.115274929,0.041557927,0.059263587,0.093162403,0.128401116,0.195913255,0.242909327,0.196032658,0.123622984,0.125568986,0.153926909,0.176094428,0.249132603,0.148971125,0.142118558,0.037240062,0.050982103,0.088224344,0.106187269,0.218631893,0.23113063,0.186248824,0.012329769,0.013711283,0.063613288,0.029147103,0.320714086,0.106461547,0.066249311,0.005526554,0.023094935,0.067078292,0.05813428,0.303781658,0.116465755,0.071898393,0.017418355,0.025015231,0.052250717,0.055132434,0.222625539,0.151318386,0.094721578,0.027871972,0.05230175,0.095171347,0.125340655,0.193787053,0.182645977,0.14035134,0.032925826,0.053223353,0.089983262,0.128455758,0.200716361,0.223643377,0.169914916,0.758203566,0.790281594,0.777426004,0.822907567,0.825035214,0.114278771,0.135977,4
619,0.492821425,0.497326851,0.473438531,0.498007745,0.474246323,0.056840673,0.064682133,0.462219149,0.469775558,0.442322552,0.460257739,0.437531948,0.049459457,0.054590922,0.283006042,0.29910022,0.30603379,0.331830502,0.339236408,0.074748047,0.068319581,0.022769464,0.038347341,0.061144106,0.085264824,0.135675535,0.158202738,0.117256433,0.307571799,0.30267787,0.283498913,0.279575527,0.280745834,0.087127835,0.099534474,0.013299347,0.016384406,0.025913844,0.025140995,0.048140649,0.021750178,0.016837971,0.00671122,0.010246112,0.031322148,0.016208922,0.18879883,0.058845788,0.032742217,0.004412652,0.014582927,0.042503152,0.038973402,0.178801894,0.062880017,0.039835192,0.007606756,0.014244925,0.038039323,0.040462267,0.170611933,0.082697764,0.048027251,0.271186054,0.274517149,0.274598658,0.286026299,0.304711342,0.127453044,0.127947479,0.012725526,0.018838344,0.029333778,0.038367022,0.061141256,0.093345322,0.080438711,0.505981624,0.515289962,0.488614947,0.505293608,0.476839364,0.041125026,0.050853681,2
1215,0.895431817,0.913775444,0.879077852,0.923122287,0.903790712,0.098151818,0.121083662,0.802871108,0.821956038,0.792526782,0.830761373,0.817322373,0.114167415,0.118439421,0.281019926,0.309373289,0.344775528,0.413008422,0.58726579,0.188233152,0.178158835,0.055847306,0.078010194,0.114639133,0.158417016,0.255167305,0.322403729,0.239430979,0.206254333,0.205161721,0.217406616,0.230652109,0.303813756,0.133310571,0.136324987,0.015575726,0.029521346,0.060653467,0.057461344,0.156499937,0.108727977,0.069736533,0.28356421,0.281425536,0.295608163,0.289066344,0.502513945,0.229408279,0.190935776,-0.003064018,0.003418125,0.099211626,0.084082402,0.379751861,0.136474147,0.115562491,0.017115673,0.027315002,0.065368123,0.065305188,0.294884682,0.17220296,0.095468469,-0.034151368,0.001686451,0.098105296,0.123824134,0.259208739,0.225859717,0.185357496,0.034045625,0.051008362,0.076146543,0.104419723,0.168863833,0.233076334,0.175633103,0.97672075,1.005246758,0.970580935,1.021174669,1.00158608,0.110563003,0.135991842,2
340,0.546466172,0.548468649,0.525599778,0.550436437,0.560166299,0.08228454,0.088998608,0.541213691,0.540306151,0.511386395,0.541586459,0.535215676,0.078396849,0.079288058,0.340742797,0.356986076,0.368595183,0.400790542,0.426693499,0.125317961,0.116323426,0.021053126,0.034002189,0.055892188,0.081120498,0.138649344,0.157432869,0.11357037,0.089346938,0.090222873,0.113011204,0.127530187,0.201480746,0.09610685,0.093525931,0.030113982,0.04055278,0.06926278,0.076784544,0.20764482,0.201701745,0.149420187,0.013603795,0.018041482,0.062656671,0.022599353,0.293501854,0.102403343,0.06518463,0.009359629,0.028942687,0.081668332,0.070279263,0.341255069,0.142501384,0.089379542,0.013745369,0.020208888,0.057587501,0.053068332,0.241102114,0.149723709,0.08117944,0.004711112,0.017095279,0.038636945,0.050862219,0.0936125,0.092957594,0.065418892,0.030255556,0.043625645,0.067858249,0.093932308,0.161114827,0.20572491,0.152168155,0.681144953,0.698334455,0.672661662,0.703891456,0.699614763,0.068802409,0.086177312,3
112,0.689061105,0.702648461,0.670577943,0.69438976,0.66624707,0.076291926,0.093787424,0.631828845,0.643318415,0.60607475,0.629842579,0.597236276,0.069467992,0.077880643,0.354522765,0.374854714,0.383765519,0.418850005,0.439500153,0.09821336,0.09074042,0.033271715,0.046759285,0.066948213,0.090698786,0.147083208,0.191439927,0.150516778,0.414228439,0.404047132,0.385965496,0.378365278,0.3791565,0.135241717,0.152138487,0.018782357,0.022311,0.034322213,0.032541785,0.074685931,0.067477003,0.054724861,0.01924357,0.022887714,0.058739077,0.024269786,0.276796013,0.081864215,0.057304356,0.005253143,0.019680429,0.061894499,0.054934643,0.271013141,0.093070067,0.058871072,0.012947643,0.020669643,0.050093859,0.05165036,0.241057798,0.118797496,0.067759074,0.38107127,0.385862559,0.383008093,0.397525698,0.420712143,0.16670014,0.169860289,0.027187929,0.034122646,0.044776142,0.057329506,0.086892001,0.136703923,0.123641424,0.746517241,0.763497293,0.726109862,0.745469868,0.697920024,0.037573501,0.071004078,2
295,0.635821998,0.645256221,0.617563367,0.638213933,0.610592008,0.058616538,0.072984122,0.603957534,0.612649679,0.574242413,0.59739387,0.567351043,0.059275635,0.067448348,0.40233022,0.422894835,0.429229528,0.458865881,0.464320958,0.0936483,0.092277788,0.011685359,0.020609381,0.037015557,0.047984283,0.071306437,0.080790699,0.060503792,0.180501029,0.179429799,0.180675387,0.188510001,0.226900533,0.0959583,0.100429118,0.03699974,0.046175569,0.070834264,0.084806241,0.164065197,0.20507668,0.168666318,0.025109334,0.034419108,0.091632895,0.068635523,0.330744117,0.144093901,0.09311609,0.00779043,0.023401979,0.06799116,0.058579512,0.297520369,0.120383695,0.071567595,0.014228839,0.020940099,0.047780458,0.046435293,0.222390026,0.139763832,0.078474946,0.000275735,0.0123175,0.03053562,0.043051898,0.073160984,0.056639235,0.042144936,0.033748988,0.053839803,0.086980358,0.125019342,0.197366968,0.212904289,0.149848759,0.616567969,0.635895491,0.615353823,0.656241298,0.658193529,0.065228395,0.07992994,4
1143,0.594543755,0.586967468,0.558999956,0.61289084,0.742438793,0.111258745,0.113678746,0.372976214,0.363268763,0.35667333,0.367425829,0.561131239,0.09997458,0.090400003,0.186585844,0.220585003,0.292474598,0.311944574,0.479011625,0.150822088,0.120732509,0.030683748,0.051460002,0.090862922,0.117340833,0.251779169,0.256990403,0.18263042,0.074816667,0.084872507,0.14051874,0.137415841,0.231314585,0.110365003,0.115402095,0.01621875,0.031632502,0.071823746,0.073134586,0.274132103,0.200922489,0.126392916,0.184275821,0.185041249,0.224650428,0.219466671,0.571924984,0.263810426,0.192145407,0.045744583,0.067442998,0.123477913,0.113500006,0.352598757,0.127025411,0.093017079,0.014371666,0.022090001,0.05261958,0.050263751,0.28502208,0.167092919,0.087393336,-0.0034575,0.020201666,0.077869169,0.09739875,0.219384179,0.164430007,0.115140833,0.022071667,0.037499171,0.07017833,0.091495417,0.267018765,0.21262832,0.134619996,0.824792087,0.820327818,0.778230011,0.802072465,0.822564662,0.180407509,0.220896661,4
1483,0.885798275,0.9035514,0.867740512,0.909061253,0.890449584,0.099696957,0.124276064,0.810133994,0.823500812,0.79517591,0.827779233,0.809721351,0.09753035,0.109382853,0.187253341,0.213402793,0.259399563,0.41195944,0.499488056,0.241306216,0.207887858,0.049353078,0.070621163,0.108052887,0.149153739,0.22750321,0.29303965,0.235584289,0.209881634,0.208341599,0.236094981,0.257792503,0.342260689,0.188942328,0.184446082,0.047947861,0.061306965,0.097548045,0.11492411,0.243081957,0.292799979,0.230657831,0.12719892,0.115226611,0.156951949,0.137663335,0.509949863,0.192870885,0.128163382,0.024733931,0.034089819,0.113199472,0.071348391,0.460909456,0.166453227,0.123720177,0.030241787,0.042473394,0.08067286,0.073854029,0.265329421,0.236057684,0.161285177,0.022132639,0.055158745,0.121133208,0.150206596,0.221286252,0.222315535,0.17317304,0.045997318,0.068739817,0.110492684,0.153926954,0.229987487,0.297889471,0.226821586,1.011103988,1.03792417,0.995851219,1.038126588,1.003775239,0.120039105,0.161120176,5
434,0.524124146,0.537836492,0.518535793,0.547415435,0.535803914,0.055882331,0.070195593,0.474974662,0.487251312,0.470169365,0.492360592,0.479957849,0.061144833,0.065474756,0.238782331,0.259401798,0.274873614,0.313348383,0.344594389,0.093664899,0.081558846,0.034261879,0.051371124,0.076140285,0.103662863,0.161461875,0.176811486,0.129310444,0.208241418,0.204903707,0.199506268,0.200685963,0.22517468,0.08868666,0.09513931,0.008436426,0.014414987,0.028883018,0.028254988,0.060086459,0.050824758,0.035166886,0.094234005,0.090123169,0.108276196,0.101400748,0.263792694,0.099434689,0.079199843,0.002022778,0.008746786,0.059658013,0.050595444,0.231952399,0.082313009,0.06897711,0.009096804,0.015113547,0.036207106,0.038927637,0.156742334,0.092128016,0.053704686,-0.00298277,0.010884921,0.049550444,0.080080897,0.148876727,0.094462253,0.086107716,0.013984228,0.020099455,0.029222257,0.037842862,0.057301197,0.088420816,0.075966194,0.690291584,0.716415107,0.701624691,0.730139017,0.707328677,0.098937266,0.110718012,1
919,0.572534978,0.585335732,0.554220617,0.575455189,0.534689844,0.060315039,0.070551202,0.529410481,0.538011253,0.512235403,0.528370202,0.497645408,0.048927564,0.05812484,0.361216038,0.376337469,0.376845628,0.398542941,0.396550775,0.096893169,0.093329199,0.022187052,0.034665499,0.05487486,0.074782975,0.11921078,0.156826228,0.123535372,0.314018905,0.306288511,0.292457491,0.287482411,0.288494885,0.103155017,0.119335257,0.007422588,0.012876072,0.027268326,0.025542798,0.057956714,0.027822467,0.019340515,0.003689577,0.009011611,0.048715595,0.020769063,0.267887354,0.098620415,0.052682102,0.000370018,0.011738705,0.04259868,0.038370151,0.220257163,0.074386284,0.044409677,0.007311416,0.014792149,0.039461326,0.04273269,0.188257754,0.091473989,0.052850828,0.006734561,0.019377381,0.038560651,0.04926474,0.075735077,0.061263297,0.05016816,0.019003877,0.024161519,0.033636622,0.042812403,0.06665048,0.107338548,0.095945261,0.559219837,0.572107494,0.549878061,0.568863392,0.545611262,0.05891167,0.074912392,3
631,0.513919473,0.518449128,0.490757406,0.515721202,0.489749819,0.061271258,0.068919361,0.477501422,0.484728068,0.456594646,0.476014286,0.451877981,0.057156291,0.061091632,0.260462552,0.277934253,0.291631192,0.322687775,0.33824718,0.088826418,0.078755006,0.024467159,0.039379191,0.061144404,0.085118815,0.137333512,0.163447812,0.122516505,0.342216939,0.336494327,0.316336334,0.311638623,0.311355859,0.097104996,0.111047857,0.028398162,0.03017455,0.036434211,0.040496301,0.068404205,0.109231472,0.1001973,0.00765789,0.011116791,0.03502949,0.018667247,0.171385348,0.06971541,0.039221428,0.001054113,0.011468139,0.037506506,0.031240642,0.189145938,0.071951389,0.042891387,0.008828242,0.013617584,0.042467203,0.033027314,0.187457278,0.098798878,0.054512516,0.296437085,0.299432218,0.298755676,0.310540438,0.329345405,0.136286095,0.137401953,0.004968602,0.010175437,0.019893266,0.025505845,0.039787315,0.081546307,0.072190106,0.531099498,0.539115608,0.510409355,0.524257541,0.490077496,0.041750964,0.053859182,2
1097,0.561729193,0.581822515,0.553350866,0.589467466,0.599220812,0.074749999,0.082495831,0.431250811,0.442104191,0.418325812,0.448044151,0.46713832,0.084659159,0.08113917,0.177297518,0.191020012,0.214321658,0.255828351,0.31617251,0.166801676,0.143087506,0.032299165,0.044958334,0.0684525,0.093514167,0.152245,0.18898499,0.145085827,0.102515839,0.10215833,0.122022502,0.133884177,0.188920811,0.090553336,0.090131663,0.03207,0.040998332,0.065812498,0.07605166,0.187325835,0.197445825,0.155159995,0.027642502,0.02822,0.062054168,0.058268335,0.328666657,0.140731677,0.087858327,0.011820833,0.030805001,0.079883337,0.072036669,0.307519168,0.127568319,0.082734168,0.017641665,0.024415834,0.053730834,0.057379168,0.211397484,0.145076677,0.089847505,0.006733333,0.016009999,0.032409165,0.0410625,0.073897503,0.0663075,0.049523335,0.030539164,0.044334996,0.07024917,0.10038916,0.171815827,0.205567494,0.152327493,0.615885794,0.631029189,0.633934975,0.670491695,0.67215997,0.072082497,0.086519994,4
1244,0.759662867,0.765384734,0.726066172,0.77487129,0.797801733,0.097318999,0.118618675,0.681858063,0.697875023,0.676830173,0.724105477,0.74682045,0.122715257,0.118223585,0.285360336,0.315315127,0.359347254,0.437176794,0.535344303,0.195654437,0.155094653,0.057489835,0.081061915,0.120224662,0.16756317,0.268049985,0.328808576,0.235489085,-0.010890624,0.002943403,0.064020164,0.047065496,0.190017805,0.126282915,0.119305246,0.040339001,0.044094585,0.07033325,0.056245003,0.314376682,0.201293752,0.123317502,0.141494021,0.133804828,0.164925009,0.152768031,0.443582505,0.150737762,0.118729733,0.042166017,0.070740253,0.124282032,0.115013517,0.387856483,0.151906103,0.10626474,0.024839085,0.030593915,0.059899747,0.054781083,0.290146768,0.202111408,0.110419072,0.014896737,0.038033579,0.070159994,0.094334327,0.174121931,0.183171257,0.12723808,0.053212669,0.077693179,0.11832808,0.173164919,0.292712003,0.327205241,0.213164583,0.937086463,0.94655925,0.880792201,0.913808763,0.893424749,0.176698685,0.207234651,2
430,0.404338211,0.414831102,0.4000054,0.422064662,0.411377043,0.041243844,0.052815713,0.365306884,0.374955535,0.362208277,0.37987861,0.370001823,0.045468729,0.0490041,0.186772346,0.202137694,0.214623675,0.244367376,0.267272055,0.068750694,0.060197335,0.016166003,0.028843103,0.05215716,0.076444797,0.125279024,0.13736856,0.098759063,0.189297289,0.186286464,0.177794322,0.177425504,0.19215852,0.071460329,0.078342438,0.00347747,0.008788021,0.019766817,0.019190941,0.037814479,0.017502902,0.012102402,0.057644591,0.054899629,0.071884267,0.067177728,0.196732685,0.07439182,0.057722926,0.006593104,0.010373549,0.052611407,0.047016427,0.186677665,0.066436,0.055137958,0.007488515,0.013336982,0.032322988,0.035875682,0.136605829,0.072243132,0.041308407,0.056629419,0.070415653,0.097557649,0.104945742,0.147779152,0.082094952,0.076124705,0.010662296,0.015412323,0.022440221,0.028993335,0.043785881,0.070490278,0.06175309,0.531886339,0.552899837,0.542731106,0.564815998,0.54677099,0.074877761,0.083811991,1
1228,0.463199705,0.475052088,0.457974851,0.479929835,0.463664114,0.04002551,0.057532165,0.4281618,0.43909663,0.423572659,0.439664423,0.423730165,0.045353826,0.052498277,0.230993763,0.24909313,0.261004657,0.290801525,0.309334576,0.072182141,0.067074336,0.021643806,0.036003124,0.0567559,0.078842923,0.12271101,0.136111125,0.101023465,0.065398708,0.065369472,0.076824151,0.084713735,0.119876817,0.06309469,0.062938698,0.002121373,0.007027885,0.017957611,0.016253687,0.034598134,0.015875233,0.011466994,0.13005738,0.128954113,0.136988953,0.133450553,0.248101264,0.107064769,0.087963998,0.006323623,0.01405564,0.050702196,0.035154331,0.190943897,0.060929913,0.051108681,0.006244403,0.012378202,0.032607753,0.035667967,0.159073934,0.072591335,0.040906008,0.017794108,0.035446856,0.062061202,0.081172585,0.128028974,0.102288797,0.076589227,0.010614962,0.017274838,0.026878614,0.03565025,0.054584172,0.079098545,0.068452097,0.415681064,0.40502584,0.353546053,0.351582348,0.324509203,0.043052237,0.066798076,1
736,0.504447103,0.503795028,0.474933773,0.489579469,0.490033209,0.065478392,0.072978035,0.516517699,0.511382997,0.467269123,0.486623198,0.468807131,0.057841249,0.061172672,0.387898207,0.402862132,0.400375336,0.421878397,0.426445395,0.093218036,0.090169467,0.020352857,0.031724107,0.049970362,0.068587855,0.116164826,0.164071783,0.127946615,0.319254309,0.312532485,0.297158033,0.29419589,0.305189997,0.10356196,0.113605365,0.020140713,0.025858749,0.041910894,0.043773036,0.127060726,0.137819096,0.108227134,0.007946429,0.012790358,0.042492323,0.024320716,0.237467319,0.080073036,0.044955533,0.001654615,0.013033928,0.047560181,0.041123211,0.239753738,0.099069655,0.059049286,0.0105275,0.015226071,0.032130715,0.029720541,0.174781069,0.102479637,0.059153389,0.312880188,0.316390365,0.313691437,0.326810896,0.346383035,0.154990897,0.154482141,0.01576625,0.023800179,0.036438394,0.049233753,0.087443039,0.122963212,0.09898518,0.488827169,0.481219471,0.448977679,0.461111069,0.460211456,0.042052325,0.054331072,2
1727,0.568813801,0.569232941,0.539366126,0.552908421,0.542776108,0.06937848,0.081028819,0.558420658,0.56474191,0.5350613,0.55382967,0.528960645,0.067951448,0.074705303,0.061987985,0.079356909,0.158449501,0.209287688,0.281190932,0.153334484,0.13232857,0.040762126,0.054541118,0.081329837,0.110868916,0.170958653,0.223283723,0.177684993,0.02517223,0.027760576,0.082628652,0.0938401,0.182804078,0.116056755,0.105283074,0.036774628,0.047599968,0.077580541,0.0940248,0.202832267,0.23045674,0.187732905,0.127881378,0.121278785,0.143098906,0.132842168,0.362041652,0.144504026,0.106360033,0.009409526,0.027464019,0.084591553,0.069637135,0.31515491,0.134365812,0.080401152,0.026219832,0.032951389,0.054778948,0.067937337,0.166753024,0.178035066,0.132129028,0.032511756,0.043871116,0.0697501,0.095210642,0.163605377,0.212719992,0.171533912,0.02888287,0.038478885,0.059202734,0.081533112,0.134094894,0.185894489,0.151146755,0.683961153,0.702972114,0.676853478,0.708360314,0.707661629,0.101324923,0.127404228,3
