FID,SR_01_1,SR_01_2,SR_01_3,SR_01_4,SR_01_5,SR_01_6,SR_01_7,SR_02_1,SR_02_2,SR_02_3,SR_02_4,SR_02_5,SR_02_6,SR_02_7,SR_03_1,SR_03_2,SR_03_3,SR_03_4,SR_03_5,SR_03_6,SR_03_7,SR_04_1,SR_04_2,SR_04_3,SR_04_4,SR_04_5,SR_04_6,SR_04_7,SR_05_1,SR_05_2,SR_05_3,SR_05_4,SR_05_5,SR_05_6,SR_05_7,SR_06_1,SR_06_2,SR_06_3,SR_06_4,SR_06_5,SR_06_6,SR_06_7,SR_07_1,SR_07_2,SR_07_3,SR_07_4,SR_07_5,SR_07_6,SR_07_7,SR_08_1,SR_08_2,SR_08_3,SR_08_4,SR_08_5,SR_08_6,SR_08_7,SR_09_1,SR_09_2,SR_09_3,SR_09_4,SR_09_5,SR_09_6,SR_09_7,SR_10_1,SR_10_2,SR_10_3,SR_10_4,SR_10_5,SR_10_6,SR_10_7,SR_11_1,SR_11_2,SR_11_3,SR_11_4,SR_11_5,SR_11_6,SR_11_7,SR_12_1,SR_12_2,SR_12_3,SR_12_4,SR_12_5,SR_12_6,SR_12_7,L
604,0.34973374,0.355542809,0.338363439,0.349172652,0.332284451,0.032658033,0.043807529,0.330548793,0.336178273,0.320337862,0.328198433,0.310756207,0.031255007,0.037448313,0.190184176,0.200992391,0.204320788,0.220847622,0.2235865,0.042126242,0.041005116,0.015055491,0.021001121,0.029930705,0.039831609,0.062258217,0.080037653,0.063347414,0.205661714,0.20183301,0.190079167,0.187165529,0.189869553,0.066080824,0.075390622,0.002140174,0.005843284,0.014060671,0.012251819,0.025397968,0.011699316,0.007836059,0.005508916,0.005787903,0.028249305,0.022548057,0.151329115,0.052432396,0.038637668,-0.036016926,-0.029487019,0.021642761,0.011351395,0.149412096,0.049285017,0.037308078,0.006121707,0.010334622,0.025067378,0.027310463,0.112541668,0.053426925,0.030398082,0.04084849,0.054228693,0.075612359,0.083205514,0.100315876,0.054347117,0.049751326,0.010861174,0.014172127,0.0188458,0.023772169,0.034822006,0.053557422,0.048278619,0.385301411,0.394531012,0.377177298,0.388216883,0.367445201,0.028479101,0.041919656,2
1303,0.877155483,0.893530846,0.862937987,0.914676666,0.913160443,0.115658119,0.132211208,0.725018501,0.74042207,0.726476252,0.77836287,0.793655694,0.127297059,0.124685787,0.071910337,0.101757832,0.1761951,0.301822275,0.436875373,0.308667868,0.246933222,0.066763736,0.089057304,0.128782958,0.175901324,0.268251806,0.349743843,0.282866776,0.38592267,0.374836057,0.380138695,0.380841911,0.421043664,0.225856736,0.228704542,0.065118864,0.069786832,0.093035839,0.098714605,0.24615933,0.281012058,0.228963539,0.096139818,0.084621161,0.120520815,0.108093709,0.472740263,0.160208583,0.1102347,0.030659877,0.056355637,0.115605012,0.103386402,0.383020431,0.14097479,0.096151665,0.020599434,0.025709968,0.051797446,0.047476705,0.272022158,0.172385603,0.093918398,0.0142861,0.044172499,0.090417892,0.120967209,0.197529107,0.18160823,0.130082488,0.041100588,0.052280784,0.062033936,0.084351711,0.133513182,0.219881162,0.178877771,1.047231317,1.077462912,1.045450091,1.093601823,1.07198298,0.21641326,0.235077545,5
807,0.395157933,0.403484493,0.38625443,0.39729476,0.37383008,0.037768759,0.048519205,0.374390751,0.381306887,0.35874933,0.370660126,0.344725341,0.032766066,0.039587256,0.257371426,0.269878268,0.269666791,0.285021812,0.278120458,0.038130425,0.039466769,0.018818313,0.024786608,0.033165459,0.042753376,0.065062284,0.096087992,0.084021643,0.208902001,0.204994038,0.193355784,0.190795332,0.194261387,0.0654286,0.074179329,0.000178052,0.004652866,0.01405135,0.012970995,0.030138232,0.013791867,0.009326927,0.009018051,0.011310975,0.030269271,0.014394751,0.148687318,0.042686392,0.028490907,0.003551567,0.011481722,0.035209656,0.031688567,0.155772179,0.052847799,0.033219144,0.005793366,0.0103844,0.02693334,0.027982026,0.133101612,0.063146256,0.036224656,0.195748925,0.197753116,0.196209148,0.204213604,0.216359779,0.091364749,0.092138954,0.014648567,0.021863569,0.031195844,0.041221421,0.061360136,0.084161609,0.07094831,0.394304991,0.404958814,0.388717055,0.402211159,0.38198176,0.023920361,0.040503211,2
760,0.400903165,0.384312451,0.357304662,0.353594929,0.359036297,0.049895916,0.056362081,0.429934919,0.431429952,0.401347727,0.416889846,0.405976921,0.056706745,0.058442917,0.289732605,0.302265257,0.309715003,0.339116126,0.356939822,0.089929484,0.08350458,0.026645584,0.039397337,0.059796833,0.082610846,0.133114591,0.169520915,0.129880592,0.260288358,0.255520761,0.247350499,0.246268809,0.261855811,0.096873254,0.105521083,0.021914667,0.027475167,0.042749584,0.047394335,0.11761833,0.138469741,0.113097318,0.014045083,0.019017998,0.052363589,0.023718666,0.250068426,0.083224081,0.052052841,0.005007667,0.017260751,0.053157415,0.046557419,0.234463081,0.09583284,0.058940664,0.009635,0.015761999,0.036964498,0.036516249,0.171379,0.105089322,0.063188501,0.036100999,0.048321083,0.065429755,0.075933829,0.106699005,0.071906917,0.060222164,0.025425501,0.035657335,0.05271925,0.072450504,0.115555838,0.138150752,0.104410999,0.484635174,0.47806266,0.429476589,0.440494925,0.427338034,0.028543081,0.050469752,2
1422,0.288690895,0.292915106,0.298586786,0.356980324,0.421804756,0.09911976,0.086436607,0.290162802,0.296784639,0.302742124,0.350119203,0.399968266,0.107518323,0.090605311,0.007975053,0.034031563,0.096384421,0.160706922,0.254324108,0.199639708,0.156128824,0.040068269,0.055420212,0.083015814,0.115871377,0.17872712,0.215134308,0.163633496,0.177603975,0.175850183,0.182736725,0.193079293,0.23552157,0.116392851,0.118015349,0.040438108,0.045336958,0.061029956,0.070812501,0.13863188,0.186855301,0.160690472,0.104753919,0.09720581,0.113848463,0.101214133,0.342342883,0.121718094,0.080923505,0.006366636,0.023079952,0.067399159,0.056408927,0.2817339,0.107237145,0.065164208,0.014215186,0.019907687,0.04531512,0.043945771,0.193398252,0.128930792,0.073991962,0.032635301,0.053906426,0.090403557,0.118160829,0.184135109,0.196919784,0.151818767,0.032438952,0.04523956,0.067615308,0.094393365,0.14668937,0.182046145,0.138586119,0.588837445,0.598794997,0.565342963,0.587205708,0.566681743,0.116584323,0.131620139,4
1246,0.591580033,0.597664833,0.565895021,0.605791986,0.616042137,0.073221497,0.088410668,0.549605906,0.561652601,0.544430375,0.576557696,0.577047169,0.081893168,0.083906166,0.259312183,0.28535834,0.310286134,0.363524377,0.426508516,0.139771506,0.116418496,0.041983329,0.061075665,0.093061827,0.129739493,0.202157989,0.24185881,0.177904844,0.001490192,0.013652833,0.062082164,0.053738665,0.16037634,0.110746168,0.102318332,0.025285335,0.032294169,0.057236671,0.053170335,0.230052188,0.17122969,0.11552567,0.13691701,0.131142005,0.147306487,0.13875033,0.32991749,0.116418503,0.095346168,0.034589496,0.051318664,0.094356172,0.087061331,0.270213157,0.105739333,0.07626117,0.017194834,0.021638833,0.042458169,0.036607999,0.2172115,0.1406295,0.077069663,0.017565167,0.031126333,0.051421337,0.070565,0.133992836,0.150632158,0.104446836,0.037251499,0.058622666,0.093582503,0.13644582,0.224183694,0.247890487,0.166736171,0.753224969,0.768824816,0.72648412,0.753472447,0.729441106,0.100758158,0.127444163,2
1462,0.42865929,0.436466008,0.419722348,0.439154208,0.431354105,0.049924318,0.062988505,0.39789018,0.405205518,0.390725523,0.407210052,0.399210483,0.050877828,0.055771958,0.009803427,0.024809297,0.074388623,0.118121311,0.175716579,0.127508953,0.107964166,0.02482558,0.033102784,0.048585929,0.066616066,0.106710434,0.15232788,0.127451286,0.104333535,0.104106337,0.117510967,0.129264951,0.168275669,0.094604738,0.093477242,0.027906684,0.035877738,0.054471511,0.067520432,0.123168364,0.168163702,0.143035889,0.173106521,0.172726661,0.178207055,0.174281701,0.311679363,0.149676815,0.116134517,-0.011995585,-0.005374053,0.034927655,0.011939626,0.221825093,0.072821558,0.051320557,0.008600696,0.012994199,0.034283955,0.034212537,0.153685808,0.094970308,0.052170735,0.012433884,0.029166056,0.05415149,0.07176993,0.112549894,0.1098416,0.08421398,0.020528734,0.026205454,0.03741385,0.049802661,0.078740306,0.117517285,0.100201346,0.524139881,0.549630642,0.547770917,0.581472993,0.580891669,0.096905172,0.110460989,4
1092,0.416302741,0.423587978,0.407776386,0.424214095,0.414415151,0.045041569,0.054527342,0.387821734,0.390076786,0.365868956,0.383215576,0.369616598,0.043738443,0.048496339,0.128795952,0.137443438,0.153934389,0.181945205,0.218373269,0.109769791,0.097322397,0.023672475,0.032320097,0.048423409,0.066158652,0.103945248,0.137849554,0.111638993,0.083913423,0.08396218,0.093219981,0.101284251,0.13477473,0.062813349,0.063852899,0.030063104,0.035375252,0.050713077,0.060927272,0.11854814,0.152564585,0.130041942,0.008879082,0.012709534,0.048135415,0.014637615,0.191995725,0.072680131,0.050583549,0.004343566,0.015166505,0.043117899,0.03709925,0.208412811,0.0758975,0.045396417,0.006947169,0.01061312,0.026088361,0.019988371,0.16555801,0.078982681,0.038937986,-0.004686667,0.001810548,0.015565688,0.022916956,0.043512195,0.034353632,0.023978299,0.022553347,0.035086304,0.056482896,0.081369743,0.128524259,0.146736443,0.111381531,0.469341218,0.485094696,0.47048822,0.492469132,0.479274809,0.035003006,0.052505493,3
1368,0.363482416,0.345619738,0.329121143,0.338152111,0.373845756,0.06871812,0.073632374,0.413862377,0.412620723,0.395030349,0.413852751,0.427118719,0.076946124,0.076332882,0.140633374,0.152436376,0.187610239,0.219312236,0.271199256,0.113132,0.103045002,0.04174475,0.060120247,0.090478875,0.11963024,0.17809251,0.223765895,0.180186629,0.075528502,0.078064002,0.112858377,0.13287425,0.214292139,0.133296385,0.12470673,0.022750501,0.036071502,0.069712251,0.080818132,0.185806245,0.189520136,0.149506256,0.092953876,0.084805623,0.103970371,0.096139751,0.313154608,0.111649737,0.081425883,0.0026115,0.034189027,0.098095,0.090260252,0.293164879,0.13753137,0.102983132,0.022735279,0.028993053,0.063818999,0.067050248,0.195427135,0.15033263,0.10396488,0.039957248,0.063687004,0.106428884,0.139343619,0.214564398,0.209320113,0.157314867,0.032360375,0.047191124,0.073322996,0.099265128,0.155310124,0.17283313,0.128136009,0.667761683,0.694839478,0.688007116,0.733604848,0.755206108,0.142297119,0.154504389,3
707,0.455888838,0.459614187,0.43454352,0.453733712,0.429452211,0.050483625,0.059618086,0.403193444,0.400707871,0.373071909,0.386793375,0.364806712,0.050647382,0.05493743,0.196706548,0.205072045,0.211693645,0.233406752,0.249070048,0.081707656,0.077730268,0.023515634,0.031257745,0.043342989,0.057068389,0.088805407,0.126381814,0.107047103,0.287787259,0.282108009,0.264828473,0.260756999,0.261036396,0.095066041,0.10638234,0.006933616,0.011199595,0.021544203,0.019239163,0.037979621,0.015255586,0.010634432,0.006046932,0.009570541,0.031612232,0.016678419,0.198973775,0.058157079,0.03188704,-3.10604E-05,0.009030283,0.033639584,0.03063246,0.16644749,0.053284239,0.032534983,0.003546594,0.010436751,0.031445291,0.033441462,0.154648274,0.069664702,0.039887078,0.096639268,0.103666887,0.115926743,0.126616731,0.154576972,0.090911917,0.079947971,0.018397253,0.023396116,0.032001711,0.040888146,0.062575512,0.097666673,0.087152526,0.47360608,0.478555083,0.44538942,0.464564323,0.432614774,0.04688831,0.054808673,2
1218,0.459300309,0.467334986,0.445089489,0.462352365,0.44459787,0.044672403,0.058058508,0.432667345,0.441556215,0.422643006,0.436247379,0.418186188,0.045774449,0.052448377,0.221275181,0.239694476,0.255614281,0.284453034,0.307437569,0.077360958,0.067436054,0.025858607,0.039726306,0.06091946,0.085261025,0.137619808,0.158870533,0.116557695,0.098521248,0.098569512,0.111155488,0.111792147,0.139066711,0.068881325,0.071925521,0.000284734,0.00753211,0.023143195,0.022512579,0.048899457,0.02402788,0.016747389,0.010536701,0.009206189,0.034988899,0.023040388,0.197430357,0.057951294,0.041671451,0.020990578,0.032611419,0.061769228,0.058238689,0.178189814,0.059925456,0.044892721,0.005669055,0.012818538,0.0359088,0.039730258,0.163922414,0.076920353,0.044102866,0.021972639,0.039592229,0.065224223,0.086208045,0.132178992,0.120697565,0.090723597,0.016025631,0.021498743,0.030344106,0.039609298,0.060467914,0.09053836,0.078873299,0.438052088,0.43600145,0.395949394,0.401836246,0.378431112,0.054788399,0.074887209,2
1212,0.467433482,0.468391538,0.44092074,0.454682797,0.440497875,0.052368734,0.067005001,0.366020113,0.364155293,0.343200415,0.356608152,0.352004528,0.062267978,0.066255897,0.023018496,0.040958267,0.095443763,0.116506003,0.16645661,0.12087106,0.105944671,0.031481352,0.039222226,0.055243943,0.07407584,0.116372339,0.168385789,0.14783527,0.045863185,0.046973716,0.071094975,0.087212652,0.137266487,0.085919641,0.08427275,0.033690549,0.041690703,0.060617644,0.075234853,0.130308256,0.185421005,0.158949524,0.026840288,0.020671679,0.050205428,0.039302468,0.337051481,0.118982427,0.068240829,0.009530163,0.021205127,0.056176271,0.043756548,0.244324848,0.081876822,0.055325609,0.011415631,0.016727561,0.053224158,0.049761754,0.21335648,0.119485781,0.064537771,0.024110099,0.030024607,0.042354133,0.056233361,0.093238831,0.133991838,0.114517644,0.024447873,0.0316176,0.045756944,0.061222058,0.096576527,0.142308936,0.121015094,0.620406985,0.6413185,0.626893282,0.656041503,0.643823683,0.099397071,0.118841991,4
1592,0.280865431,0.270955652,0.267263055,0.270385802,0.288253874,0.057774931,0.062378652,0.271739393,0.262058347,0.248156697,0.258422166,0.263255328,0.054778155,0.053479873,0.075972825,0.08841493,0.125899673,0.140411347,0.179509491,0.061181314,0.060103022,0.020977402,0.029486844,0.045926414,0.06313128,0.104503229,0.136914507,0.106782474,0.084423527,0.085306421,0.106454276,0.120656587,0.182883292,0.105155252,0.099260859,0.019258289,0.026720559,0.048493683,0.055039048,0.145020485,0.135601401,0.103120983,0.085328124,0.082545556,0.099536218,0.095228851,0.266009629,0.113985315,0.082657002,0.002177116,0.020927468,0.05590095,0.050216775,0.202457502,0.083077468,0.05364053,0.014652403,0.01840579,0.032182924,0.037545789,0.115245245,0.105417237,0.072513841,0.009464672,0.023810262,0.046762992,0.062773064,0.104414925,0.100972362,0.077799276,0.014161019,0.020921316,0.034918815,0.048800524,0.090152211,0.111489683,0.085577436,0.494868219,0.514438808,0.498758823,0.53130722,0.546578705,0.105167925,0.119999118,5
847,0.518800676,0.528542459,0.500605702,0.518679082,0.4824256,0.054984398,0.064597815,0.46676451,0.471806347,0.443305731,0.457041264,0.427187771,0.048821095,0.056253918,0.261675447,0.271094859,0.274481326,0.295746297,0.307883918,0.112443045,0.106638893,0.021179717,0.030424215,0.045196392,0.059623662,0.092880704,0.132694632,0.112729631,0.333468288,0.325487614,0.309195995,0.303885102,0.301531643,0.109274551,0.125802487,0.010465906,0.015163648,0.02681433,0.025807036,0.050264429,0.021936949,0.015449629,0.015690919,0.014697368,0.06512627,0.03907742,0.28822574,0.139973521,0.095410541,0.000314041,0.011552835,0.044635452,0.040948685,0.209378242,0.071753986,0.043074146,0.007129412,0.015009513,0.040585913,0.045034148,0.172666997,0.083073504,0.048606377,0.005899879,0.018931553,0.038008321,0.049774099,0.077948116,0.058910202,0.045880936,0.013161638,0.019817021,0.030776735,0.039967928,0.061326642,0.094564669,0.083301321,0.534484804,0.54787451,0.526749969,0.546054363,0.522637963,0.049861643,0.071565181,3
1570,0.902058244,0.921739697,0.89003861,0.925786555,0.922670603,0.112152487,0.131920412,0.841156304,0.856949806,0.817584693,0.854809046,0.833773613,0.108067699,0.114898279,0.043839231,0.069792882,0.166800007,0.252339989,0.365720004,0.187498271,0.164171919,0.056805573,0.082496919,0.129405588,0.179656535,0.274025947,0.335488468,0.268282682,0.174099416,0.177124411,0.215890944,0.246473059,0.350566894,0.208514616,0.197504029,0.044212691,0.060704228,0.109819241,0.12170136,0.324177533,0.296969414,0.224181175,0.016706347,0.024528334,0.088325001,0.032532502,0.43724373,0.150691465,0.091282122,0.0120875,0.036000419,0.102500007,0.087662697,0.407392472,0.16722019,0.102846913,0.026193846,0.036392115,0.077523656,0.086459033,0.288368255,0.228439435,0.139723554,0.057973269,0.093149997,0.151925951,0.198379993,0.304381728,0.287000537,0.223157316,0.04587961,0.07234519,0.118940763,0.168273658,0.26700291,0.311130285,0.248467892,1.065882206,1.110855103,1.105748653,1.171122432,1.180590987,0.149791539,0.180071175,4
1492,0.548900783,0.554518461,0.529482305,0.55535835,0.558330774,0.071668617,0.082850292,0.466808945,0.472778797,0.457464308,0.484340787,0.490951061,0.077404782,0.07756979,0.138255119,0.154752463,0.189268455,0.231283292,0.286499798,0.136196271,0.116823621,0.035885457,0.051633123,0.079510957,0.110993125,0.176273122,0.226803958,0.171170279,0.145029604,0.145328626,0.161627114,0.177287772,0.240432277,0.132913962,0.128387779,0.029071787,0.037189454,0.058032122,0.066945963,0.161118776,0.179236457,0.14386344,0.088527955,0.080781788,0.103955448,0.091695622,0.345878631,0.122286789,0.08186996,0.00524577,0.022350455,0.076289788,0.061723951,0.293638647,0.113680288,0.074237123,0.016875954,0.022926789,0.043692287,0.049457621,0.172460124,0.13932462,0.08940462,0.014706629,0.031378623,0.056506954,0.072041951,0.119851455,0.124417782,0.09705095,0.025167121,0.035002623,0.052836463,0.072683252,0.12481562,0.164193451,0.128445461,0.719804347,0.753261805,0.752071977,0.797165096,0.801281452,0.113805957,0.135869116,5
1000,0.469368011,0.468679279,0.445889413,0.470089197,0.451574087,0.057617866,0.065735206,0.424544781,0.429005563,0.405953646,0.42461735,0.41048947,0.053542543,0.058306511,0.218261287,0.229282558,0.239293471,0.263906449,0.280015439,0.087916836,0.082291596,0.025644371,0.033712965,0.050206956,0.066167116,0.099969022,0.144685626,0.126308471,0.271675795,0.263954043,0.254433066,0.250986785,0.25629425,0.101466015,0.11262434,0.028598426,0.034510925,0.052944016,0.061917562,0.127817497,0.158298582,0.133408085,0.006931019,0.010514807,0.062891394,0.034173481,0.252630532,0.100355394,0.064486846,0.003988903,0.014247121,0.040273443,0.032650169,0.223579913,0.085546993,0.047120478,0.009164471,0.014079745,0.033108886,0.034611911,0.157627746,0.100754023,0.056402545,-0.003293949,0.006512227,0.021265861,0.029580565,0.049772266,0.041846953,0.031860065,0.0183088,0.027137456,0.043929093,0.060387503,0.094081946,0.125250533,0.102933004,0.480640858,0.489717722,0.464933097,0.494707018,0.480434507,0.06286481,0.068167455,4
1735,0.498016804,0.508939028,0.4913131,0.510669529,0.497478396,0.058303371,0.069988094,0.454841137,0.463260442,0.445042193,0.460448086,0.448200315,0.052829184,0.059171859,-0.035224278,-0.021839375,0.027848983,0.102508128,0.173891559,0.125656351,0.109288372,0.035011418,0.046686996,0.06990736,0.095404737,0.14567773,0.194722608,0.164967805,0.063877136,0.06631922,0.090971954,0.107853644,0.164768204,0.106908754,0.100380674,0.033238955,0.042295326,0.066987351,0.082797945,0.164326638,0.200204253,0.167058691,0.087378122,0.086686291,0.105117932,0.102796204,0.276598573,0.130974904,0.096708141,0.002505468,0.014111145,0.046765704,0.038412001,0.217783391,0.079050638,0.045954991,0.010390923,0.014923005,0.036358036,0.037727483,0.164897367,0.103065729,0.056466497,0.029777611,0.045639489,0.073843114,0.095836811,0.147011459,0.136240676,0.101220787,0.026260387,0.038298208,0.060113229,0.085030861,0.134281337,0.167077929,0.132491335,0.571574628,0.593918562,0.584392369,0.614248931,0.605460167,0.095527731,0.113999337,4
673,0.600818872,0.599746406,0.570251107,0.592092216,0.55512917,0.070643336,0.081411108,0.498610497,0.497498304,0.469753891,0.485367775,0.46600166,0.07039278,0.073946387,0.231921673,0.241424456,0.246377498,0.27538082,0.309477776,0.118441395,0.107456669,0.032619998,0.042666666,0.056868892,0.074062496,0.116919726,0.167605266,0.13812834,0.428696364,0.420758069,0.394593358,0.387360841,0.381112218,0.14099139,0.159544736,0.002693889,0.013018611,0.034502223,0.03878611,0.093526393,0.063358888,0.05000611,0.009886666,0.015050556,0.050721109,0.02679611,0.292149723,0.093074165,0.053018887,-0.001107222,0.012049999,0.048252221,0.044286113,0.228633881,0.080023892,0.049373612,0.010873611,0.021424444,0.052401666,0.058616664,0.227182493,0.126422495,0.078306668,0.059258334,0.073035836,0.109494723,0.11179556,0.177300528,0.105091661,0.104318604,0.018167222,0.02624611,0.044014171,0.05681083,0.087729998,0.148324713,0.122624449,0.693026423,0.708239973,0.666351438,0.692241132,0.649044752,0.060471389,0.073206939,2
1706,0.579008043,0.591894448,0.568530679,0.586558223,0.559694707,0.058474816,0.076209553,0.542118967,0.551788688,0.529351592,0.543360114,0.518908501,0.0519852,0.062905788,0.170308009,0.188450754,0.215153426,0.253342956,0.291180164,0.1122493,0.100983813,0.033411324,0.044810876,0.066808097,0.090931863,0.142829925,0.202199429,0.169053182,0.060907915,0.064385802,0.091321886,0.112920322,0.175621703,0.120526187,0.115308166,0.032074831,0.041970775,0.065209024,0.078536987,0.166639403,0.200627208,0.164372027,0.164620936,0.16315864,0.170574918,0.165662587,0.328084856,0.155997962,0.117013335,0.00323482,0.011709849,0.053841878,0.029054284,0.280522525,0.089991294,0.064025924,0.009185544,0.014206741,0.031709485,0.030100981,0.178032815,0.104360729,0.054950058,0.01786769,0.030031815,0.051286008,0.074977376,0.140182853,0.155058265,0.101513676,0.027962847,0.041125637,0.063871302,0.089712232,0.140927866,0.176370636,0.139370278,0.58509475,0.603492439,0.580145478,0.606319308,0.589497328,0.127930328,0.138154954,5
779,0.480672479,0.487720132,0.467319697,0.495615691,0.514094114,0.073756531,0.080345832,0.39357847,0.399047911,0.386046529,0.406214714,0.419734061,0.071278483,0.068363465,0.196346939,0.207123891,0.226566389,0.26695168,0.316277474,0.10910625,0.088168062,0.031276669,0.042038336,0.060044721,0.082467929,0.139504462,0.173882514,0.128116384,0.349517375,0.342165679,0.325334191,0.319044262,0.321516275,0.114288479,0.128829867,0.010144444,0.015083752,0.032573752,0.028358612,0.120853342,0.075874023,0.047219023,0.010706667,0.013977638,0.047189996,0.018241666,0.240238488,0.070202917,0.049793333,0.00708125,0.020148333,0.060287639,0.052524999,0.251948893,0.093985833,0.05847111,0.012630139,0.018098056,0.041592222,0.03859625,0.199089304,0.104897223,0.059253335,0.273411125,0.282713771,0.28478542,0.295134604,0.325040847,0.138570964,0.138847485,0.029608332,0.039274581,0.055441532,0.076144442,0.131262079,0.159124166,0.119605146,0.542348862,0.558864176,0.533519864,0.558309555,0.561783791,0.04812042,0.067695826,2
1715,0.297460735,0.293037891,0.268944204,0.275674313,0.290331393,0.036393762,0.042487703,0.28219223,0.27734983,0.262087107,0.270465553,0.27517134,0.03871588,0.040194664,0.044390328,0.06331268,0.089175634,0.096859314,0.130040973,0.045931205,0.04490212,0.020741101,0.027690383,0.042674515,0.058835976,0.095898084,0.121017903,0.100854926,0.052208584,0.053567782,0.073057272,0.086969115,0.134609327,0.08387024,0.078355394,0.018860882,0.024547692,0.042222712,0.050475132,0.118153162,0.120685689,0.094660893,0.052523233,0.04725543,0.069150932,0.059197288,0.212479651,0.085124612,0.058936071,0.000832713,0.013546742,0.043049607,0.035942383,0.175355375,0.065809488,0.040981203,0.010023793,0.014694051,0.029980259,0.038521066,0.105800182,0.086783558,0.054039177,0.010284147,0.020696005,0.037647069,0.049887627,0.084795661,0.086680308,0.070160598,0.013355297,0.01857977,0.029623181,0.040730122,0.074814424,0.089235492,0.071538448,0.403998584,0.419378132,0.409763455,0.432858229,0.444751501,0.056872308,0.071846962,4
876,0.538269758,0.548168659,0.517106533,0.534935832,0.493985087,0.05832883,0.068976983,0.474372834,0.476725936,0.445029736,0.456005216,0.423290849,0.053296681,0.061298996,0.225775287,0.232727543,0.238102302,0.259846598,0.272538632,0.10378436,0.099368386,0.025477475,0.03036673,0.040603332,0.050510194,0.074484825,0.126457319,0.116134115,0.372067779,0.364095807,0.342924714,0.33717823,0.333356678,0.117331579,0.133156285,0.03049051,0.033919498,0.045504242,0.050787099,0.098187543,0.143016487,0.123627678,0.006341718,0.010428916,0.053146947,0.023040345,0.285245359,0.106709138,0.061157748,0.000445284,0.009913425,0.037907097,0.030615343,0.215020612,0.075171277,0.040983636,0.007544366,0.011856554,0.031880435,0.02542064,0.195712388,0.097202837,0.048516031,0.090320066,0.100571312,0.122059055,0.134946913,0.167713329,0.096574791,0.085913166,0.011038641,0.017543059,0.029473534,0.038808368,0.0603512,0.102046274,0.088684574,0.548276067,0.559272051,0.53435266,0.551902056,0.522654533,0.045215297,0.064353965,3
1371,0.239237294,0.208185449,0.13322936,0.121952958,0.225031257,0.029978335,0.037747081,0.341961265,0.324627101,0.301281899,0.299604386,0.344243765,0.052892711,0.052521456,0.193284795,0.199827492,0.225365832,0.246247485,0.400120258,0.146072209,0.136725277,0.030723125,0.043263122,0.068274379,0.091942705,0.166243121,0.19390583,0.147960231,0.092428885,0.095249161,0.142610267,0.172600552,0.298901916,0.181156114,0.168188334,0.04086028,0.052049719,0.086223051,0.099386387,0.256280005,0.192895219,0.149447501,0.21794194,0.209499434,0.226708338,0.214868069,0.50935334,0.204589173,0.156207502,0.006149583,0.034159444,0.112714715,0.097635552,0.388359427,0.15508917,0.102499999,0.018093752,0.024148336,0.04407208,0.049954791,0.225318059,0.142739788,0.095414586,0.018767498,0.038230624,0.096532494,0.095302291,0.23965472,0.170464382,0.126645401,0.012504376,0.021435,0.038792085,0.050642293,0.116190828,0.111832082,0.081836455,0.90132916,0.928740621,0.892370224,0.945570529,1.006831527,0.179558039,0.208320007,3
1672,0.897041023,0.910048485,0.88041085,0.91206336,0.879118264,0.103095829,0.12423417,0.84384042,0.854955018,0.826144218,0.85059166,0.814711571,0.102486253,0.111483335,0.185921252,0.215181246,0.278587103,0.348267525,0.42752707,0.177662089,0.161730424,0.062460002,0.0826395,0.124376252,0.168183759,0.255867511,0.346887946,0.287891239,0.093677998,0.0987105,0.152478501,0.185912997,0.308530003,0.19902958,0.182598338,0.053875417,0.070572503,0.117680006,0.140468344,0.310079187,0.336194992,0.26113835,0.036098499,0.027551502,0.070448749,0.0623555,0.387049377,0.136270002,0.093567081,0.013748333,0.035069998,0.098122917,0.089542918,0.392954975,0.159480006,0.099484168,0.020517001,0.034721665,0.069428496,0.086256661,0.289990425,0.230865419,0.141756251,0.075329997,0.110232085,0.167358756,0.220841661,0.337273002,0.314016223,0.231497929,0.054191668,0.080532081,0.129935846,0.18325375,0.282024592,0.32662043,0.239220843,1.044989228,1.080794215,1.065655351,1.125046372,1.116250873,0.171305001,0.20542793,4
420,0.453389198,0.457080215,0.435914695,0.459919631,0.473628402,0.064351879,0.074185699,0.392198265,0.39584288,0.376802593,0.396574229,0.408055484,0.069193594,0.069482341,0.18850407,0.202482671,0.221909672,0.259426564,0.303634524,0.110696256,0.094683513,0.029239532,0.040456951,0.058606952,0.078407809,0.12759757,0.165807962,0.125942424,0.30492273,0.297461629,0.288237095,0.283678114,0.292611301,0.117724217,0.129665226,0.027312584,0.024068426,0.04334319,0.045365863,0.159342915,0.140302494,0.101457417,0.059145778,0.058726408,0.08794,0.084348671,0.301501572,0.133922577,0.097182579,0.033994451,0.046908282,0.0862436,0.079018831,0.261161625,0.09669359,0.069367185,0.009815333,0.01535375,0.031802185,0.027623046,0.183876336,0.092910625,0.049498439,0.001615673,0.018513672,0.04123297,0.049950469,0.084038436,0.063824221,0.049448591,0.02426289,0.034433596,0.052852578,0.07481648,0.136186168,0.152233288,0.106557496,0.555620492,0.57309413,0.554107964,0.584670782,0.591341257,0.079376325,0.091681719,6
